px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.2219	-4.46298	-2.40231	-2.36054	0.224666	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.28564
10.3338	-4.3105	-2.5019	-2.32074	0.250834	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	1.41376
10.4569	-4.21452	-2.57529	-2.33723	0.206094	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.85496
10.5595	-4.06611	-2.64307	-2.30288	0.227589	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.903625
10.6586	-3.95026	-2.65656	-2.2874	0.230646	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.113624
10.7588	-3.8138	-2.6993	-2.26344	0.241235	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.254908
10.8053	-3.67456	-2.60399	-2.18796	0.330917	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.36002
10.8844	-3.53097	-2.63968	-2.15619	0.343445	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.342194
10.989	-3.42957	-2.70576	-2.18115	0.279251	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.29454
11.0677	-3.27308	-2.77739	-2.14776	0.297153	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.864124
11.1105	-3.12007	-2.72194	-2.07665	0.376426	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.09087
11.1787	-2.95406	-2.77375	-2.04046	0.39063	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.543827
11.229	-2.80311	-2.76725	-1.99593	0.422315	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.724283
11.2867	-2.6325	-2.81656	-1.95947	0.434354	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.447624
11.2278	-2.43418	-2.7257	-1.78482	0.658355	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	30.1144
11.2411	-2.28034	-2.72558	-1.7388	0.667088	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.387307
11.3375	-2.1887	-2.66141	-1.81739	0.490118	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	19.6845
11.3699	-2.02104	-2.70722	-1.7834	0.495959	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.263443
11.377	-1.86505	-2.70683	-1.72888	0.535577	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.00795
11.388	-1.7052	-2.72497	-1.69142	0.542606	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.235124
11.3301	-1.54389	-2.73782	-1.57805	0.669378	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.1981
11.3182	-1.39393	-2.75836	-1.53678	0.676091	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.258225
11.2703	-1.22678	-2.79837	-1.45096	0.749275	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.34967
11.2322	-1.09993	-2.74451	-1.40235	0.756785	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.557088
11.1132	-0.923382	-2.90164	-1.25467	0.922544	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	18.6943
11.0482	-0.771041	-2.93118	-1.19905	0.930316	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.534408
10.9985	-0.635978	-2.87062	-1.1655	0.900294	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.05409
10.9215	-0.50986	-2.83884	-1.10765	0.908926	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.287645
10.8212	-0.364011	-2.91744	-1.02816	0.955651	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.95115
10.7214	-0.262518	-2.85919	-0.961322	0.971017	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.689251
10.5507	-0.11128	-3.1218	-0.836573	1.08387	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	13.352
10.4173	-0.0336387	-3.04865	-0.755515	1.10709	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.14263
10.3287	0.0525299	-2.89772	-0.714927	1.07447	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.38894
10.1968	0.0968959	-2.81383	-0.629826	1.10326	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.40017
10.0477	0.178022	-2.87714	-0.552147	1.12722	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.17541
9.9019	0.195581	-2.79943	-0.457591	1.16264	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.68882
9.74789	0.247816	-2.83257	-0.380558	1.17901	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.796976
9.59253	0.229578	-2.75952	-0.2731	1.22466	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.3627
9.43512	0.255837	-2.78292	-0.196303	1.23541	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.500159
9.27783	0.246957	-2.76243	-0.105529	1.25934	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.587032
9.12623	0.251251	-2.74807	-0.0316144	1.26373	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.103192
8.97096	0.253264	-2.75595	0.0373299	1.26266	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0320673
8.87031	0.21513	-2.47815	0.12595	1.28173	8.90199	0.247143	8.85	0.25	-1.81847	0	6.10126
8.74041	0.211407	-2.47597	0.182995	1.26808	8.76016	0.263752	8.75	0.25	-1.81846	0	0.184763
8.53839	0.224502	-2.84274	0.209446	1.21928	8.46355	0.258809	8.55	0.25	-3.6326	0	11.5053
8.38197	0.203493	-2.84946	0.264622	1.20656	8.35367	0.252596	8.35	0.25	-3.6326	0	0.1852
8.2272	0.165141	-2.84777	0.326221	1.20141	8.05161	0.241868	8.2	0.25	-2.72841	0	0.480698
8.0778	0.145968	-2.84111	0.365811	1.17415	8.05411	0.247878	8.05	0.25	-2.72842	0	0.652158
7.92956	0.0984232	-2.83722	0.421153	1.16465	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.477225
7.7832	0.0598547	-2.83018	0.463127	1.14194	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.508017
7.63739	0.00948967	-2.88347	0.501073	1.11303	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.04598
7.49475	-0.0404829	-2.86951	0.540083	1.09057	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.52886
7.32678	-0.0730869	-3.02756	0.536616	1.01869	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	5.12556
7.19579	-0.107035	-2.98775	0.555844	0.98689	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.14513
7.0996	-0.19551	-2.81979	0.634406	1.02437	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.87562
6.97571	-0.25419	-2.78263	0.666934	1.00056	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.699429
6.8682	-0.34378	-2.72966	0.724844	1.00805	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.530416
6.76119	-0.420734	-2.69488	0.765494	0.993396	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.339352
6.6704	-0.520598	-2.64962	0.825692	1.00345	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.385955
6.57125	-0.614803	-2.63249	0.870833	0.993552	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.173458
6.52677	-0.764204	-2.53196	0.991121	1.08615	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.98228
6.45251	-0.896846	-2.55637	1.05738	1.0924	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.114354
6.40109	-1.03267	-2.57348	1.13354	1.12005	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.48893
6.34697	-1.17585	-2.62107	1.19942	1.1289	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.422111
6.30197	-1.30075	-2.62785	1.25202	1.12108	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.245328
6.26264	-1.42726	-2.63107	1.30747	1.12044	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.00466636
6.2607	-1.60348	-2.70619	1.42433	1.20884	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.65348
6.24315	-1.74142	-2.71441	1.48478	1.20844	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0114069
6.2721	-1.93802	-2.83517	1.61171	1.29717	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.17884
6.2957	-2.08345	-2.80938	1.68861	1.30365	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.20478
6.31108	-2.20046	-2.68155	1.73608	1.26286	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.65642
6.34533	-2.34281	-2.67627	1.80868	1.26615	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0317136
6.36141	-2.46513	-2.57792	1.85282	1.22737	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.83568
6.39048	-2.62903	-2.63653	1.9077	1.21164	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.757514
6.44629	-2.79213	-2.72575	1.9768	1.21763	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.779546
6.49282	-2.95794	-2.78002	2.02664	1.19758	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.798631
6.54749	-3.0931	-2.73234	2.0775	1.17608	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.791153
6.60379	-3.25051	-2.77533	2.12103	1.15265	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.756797
6.67008	-3.37475	-2.69335	2.17004	1.13039	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.42961
6.7308	-3.52992	-2.73752	2.20349	1.09937	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.12021
6.8023	-3.65658	-2.69165	2.24612	1.07696	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.11517
6.86155	-3.81806	-2.7406	2.26387	1.03305	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.00524
6.92603	-3.93024	-2.62346	2.29799	1.00422	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.49639
6.98314	-4.09155	-2.66869	2.30426	0.953097	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.51728
7.09524	-4.24152	-2.83146	2.34475	0.944465	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.66264
7.16578	-4.40465	-2.86597	2.348	0.894134	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.25015
7.24416	-4.51678	-2.76045	2.37584	0.869375	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.10962
7.29985	-4.68516	-2.78701	2.36121	0.805666	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.40858
7.36369	-4.77939	-2.63504	2.38123	0.780716	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	3.2321
7.41124	-4.91927	-2.64501	2.36874	0.728615	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.45959
7.5215	-5.05223	-2.87141	2.39286	0.721516	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.46696
7.5807	-5.20355	-2.88458	2.37588	0.667544	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.5236
7.63838	-5.28945	-2.60179	2.39201	0.641144	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	8.41855
7.69746	-5.43779	-2.60962	2.37584	0.589047	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.22385
7.79544	-5.55744	-2.71032	2.39437	0.577288	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	3.17344
7.8673	-5.70867	-2.72421	2.37908	0.529737	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.75046
7.92652	-5.79376	-2.4576	2.38969	0.507005	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	7.24555
7.98333	-5.93199	-2.46142	2.37073	0.460133	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.72766
8.09221	-6.05459	-2.61919	2.38677	0.452984	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.7952
8.15726	-6.20936	-2.63574	2.35987	0.401301	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.03822
8.27478	-6.33981	-2.77399	2.37406	0.39513	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.94429
8.34589	-6.50145	-2.79188	2.34496	0.344422	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.86688
8.40691	-6.59365	-2.54604	2.34566	0.322493	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	5.897
8.45654	-6.73997	-2.54478	2.31341	0.272913	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.81881
8.53497	-6.84935	-2.53197	2.31603	0.26058	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.787114
8.57742	-7.01143	-2.54387	2.2712	0.202236	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.41638
8.68782	-7.14717	-2.72692	2.28114	0.204646	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.25994
8.74533	-7.31917	-2.75286	2.24023	0.15329	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.89291
8.80367	-7.42852	-2.5567	2.22829	0.128234	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.61771
8.8564	-7.572	-2.56313	2.20099	0.0944944	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.792537
8.95986	-7.70967	-2.74616	2.2108	0.103634	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.50196
9.02114	-7.8659	-2.76318	2.18314	0.0709658	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.729579
9.10783	-7.99762	-2.83213	2.18329	0.0691613	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.79575
9.15078	-8.15324	-2.84817	2.14649	0.0296081	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.08301
9.18348	-8.25968	-2.56519	2.11922	-0.00817777	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.50783
9.2257	-8.40487	-2.57167	2.08994	-0.0364417	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.582042
9.29863	-8.53622	-2.61919	2.08773	-0.0350671	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.276352
9.33546	-8.69324	-2.63566	2.05221	-0.0678205	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.749003
9.40144	-8.82956	-2.6671	2.04606	-0.0690699	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.196243
9.43354	-8.98907	-2.68257	2.00975	-0.100692	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.707721
9.50027	-9.12496	-2.77457	2.00979	-0.0917494	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.944088
9.52436	-9.28688	-2.80312	1.97019	-0.125831	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.858585
9.57909	-9.43072	-2.80401	1.95988	-0.129106	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.0707617
9.61113	-9.59708	-2.82355	1.92841	-0.152866	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.397912
9.66278	-9.73539	-2.86425	1.92306	-0.148354	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.257281
9.68567	-9.89263	-2.88489	1.89196	-0.171463	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.394977
9.71149	-10.0174	-2.80081	1.8703	-0.189058	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.919948
9.75053	-10.1514	-2.80055	1.85991	-0.189957	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00138475
9.76198	-10.2766	-2.62086	1.82401	-0.226014	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.09809
9.78689	-10.4261	-2.63249	1.80232	-0.235035	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0660774
9.83694	-10.5855	-2.73378	1.80216	-0.21682	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.23278
9.86385	-10.7382	-2.74182	1.78443	-0.222461	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0266501
9.87541	-10.8618	-2.65706	1.7585	-0.242915	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.990552
9.88474	-11.0083	-2.67886	1.73305	-0.255859	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.16503
9.90207	-11.1391	-2.69045	1.72018	-0.254401	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.398187
9.8967	-11.2959	-2.72372	1.68617	-0.275093	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.407532
9.91529	-11.4394	-2.77247	1.67788	-0.265647	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.43307
9.90265	-11.5985	-2.80343	1.64299	-0.286633	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.400355
9.84776	-11.7046	-2.49326	1.56163	-0.379241	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	14.5737
9.82041	-11.8505	-2.5072	1.52309	-0.396263	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.313723
9.79868	-11.9833	-2.45127	1.48507	-0.418879	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.886786
9.74876	-12.1332	-2.48093	1.43536	-0.444333	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.664729
9.71786	-12.2649	-2.46067	1.40084	-0.456722	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.234053
9.65365	-12.4208	-2.50788	1.34705	-0.483806	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.742146
9.56457	-12.5163	-2.30952	1.25045	-0.579482	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	8.94137
9.48063	-12.6502	-2.34938	1.18971	-0.606477	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.883679
9.3615	-12.7147	-2.14582	1.05964	-0.743003	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	15.935
9.2374	-12.8313	-2.22603	0.976206	-0.78543	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	2.60116
9.10639	-12.9056	-2.15124	0.851729	-0.894234	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	8.21189
8.98264	-12.9997	-2.19878	0.774663	-0.919239	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.17619
8.86928	-13.0735	-2.19857	0.693493	-0.958598	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.11323
8.71986	-13.1613	-2.27864	0.610546	-0.984604	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	1.642
8.50655	-13.1844	-2.35091	0.399415	-1.20183	8.27267	-12.996	8.4	-13.15	-2.99683	0	25.636
8.36801	-13.22	-2.38044	0.320766	-1.21786	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.907762
8.25072	-13.2514	-2.34709	0.264345	-1.1997	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.19532
8.08645	-13.2841	-2.41172	0.183418	-1.21044	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.994574
7.93053	-13.301	-2.48017	0.0931283	-1.24409	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.01139
7.75633	-13.3065	-2.54398	0.0117907	-1.25274	7.62489	-13.249	7.65	-13.25	-2.7295	0	1.14622
7.62604	-13.3037	-2.54794	-0.0514382	-1.2524	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0996252
7.46389	-13.2926	-2.61109	-0.120336	-1.25459	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.946014
7.28971	-13.2524	-2.7268	-0.218776	-1.29662	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.00086
7.12417	-13.2096	-2.76265	-0.294488	-1.29861	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.43579
6.9895	-13.1647	-2.70091	-0.35725	-1.2818	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.11129
6.79903	-13.1295	-2.80002	-0.408077	-1.25866	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.39364
6.66548	-13.0745	-2.82038	-0.467856	-1.25656	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.217668
6.49261	-13.0243	-2.90423	-0.510055	-1.23335	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.19135
6.42762	-13.0163	-2.45669	-0.521523	-1.14043	6.27012	-13.1139	6.25	-13.05	-1.81729	0	22.5724
6.26328	-12.9751	-2.5294	-0.55207	-1.10774	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.21121
6.12215	-12.884	-2.6601	-0.61995	-1.12307	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.65496
5.96578	-12.8127	-2.71504	-0.657954	-1.09902	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.700535
5.86698	-12.7455	-2.63869	-0.701089	-1.08233	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.875242
5.70659	-12.6871	-2.71178	-0.714219	-1.04161	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	1.74918
5.62567	-12.6337	-2.51772	-0.745625	-1.00921	5.45236	-12.7392	5.45	-12.7	-2.00001	1	4.55799
5.48352	-12.5736	-2.56981	-0.758519	-0.972437	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.31606
5.38159	-12.4798	-2.61708	-0.805459	-0.973064	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.316019
5.25022	-12.4009	-2.65902	-0.824663	-0.943925	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.85785
5.15477	-12.3075	-2.62782	-0.868014	-0.935285	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.813641
5.02991	-12.2105	-2.65612	-0.894263	-0.910629	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.528499
4.91569	-12.0662	-2.92697	-0.946696	-0.927821	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.2926
4.81034	-11.9524	-2.94619	-0.977828	-0.912576	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.2226
4.74509	-11.8521	-2.79022	-1.01869	-0.902745	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.79542
4.66429	-11.7374	-2.79517	-1.05565	-0.894701	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0501633
4.57981	-11.5944	-2.93825	-1.09829	-0.895198	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.07993
4.52974	-11.459	-2.92977	-1.15261	-0.904772	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.081678
4.46272	-11.3077	-3.01866	-1.19657	-0.903711	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.820128
4.42549	-11.1598	-3.01614	-1.25303	-0.914965	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0945028
4.42876	-11.047	-2.69306	-1.32893	-0.943787	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.94634
4.40575	-10.9094	-2.67837	-1.38429	-0.947703	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.154241
4.37838	-10.7683	-2.72789	-1.42849	-0.943294	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.264376
4.38538	-10.6339	-2.71773	-1.49058	-0.9585	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.322574
4.42303	-10.5313	-2.48698	-1.57615	-1.00552	4.44716	-10.5583	4.45	-10.55	0	2.00041	6.21649
4.43164	-10.4122	-2.47861	-1.62862	-1.00797	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.067442
4.43994	-10.2831	-2.50137	-1.67706	-1.0048	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.100287
4.48127	-10.1507	-2.51554	-1.74581	-1.0228	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.329732
4.48692	-9.99863	-2.62575	-1.7743	-0.985803	4.56608	-10.005	4.55	-10	0	2.72717	2.11268
4.53051	-9.85357	-2.63633	-1.83622	-0.993181	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0594123
4.58276	-9.71572	-2.62008	-1.90187	-1.00664	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.172273
4.66315	-9.5675	-2.65716	-1.97782	-1.02615	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.462634
4.67767	-9.4179	-2.78128	-1.97308	-0.950712	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.71246
4.76423	-9.27699	-2.82564	-2.03901	-0.967748	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.471945
4.88404	-9.17311	-2.75258	-2.15054	-1.05032	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.13473
4.9783	-9.05194	-2.78053	-2.21195	-1.05835	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.147577
4.99497	-8.92102	-2.82527	-2.1759	-0.935557	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.19617
5.09635	-8.78977	-2.87252	-2.22993	-0.941433	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.325572
5.22299	-8.68149	-2.86002	-2.31227	-0.981804	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.16836
5.33976	-8.56698	-2.87191	-2.36983	-0.984916	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0343722
5.37028	-8.43914	-2.8549	-2.3291	-0.857285	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.37561
5.49037	-8.31765	-2.91148	-2.37526	-0.859073	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.39752
5.60015	-8.21115	-2.92638	-2.41814	-0.860073	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.336626
5.72278	-8.10225	-2.96278	-2.46092	-0.859091	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.180038
5.77707	-7.98492	-2.90686	-2.43067	-0.749928	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.52368
5.88095	-7.89219	-2.89538	-2.465	-0.747355	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0593095
5.96512	-7.78618	-2.8703	-2.46563	-0.692402	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.12197
6.07318	-7.69001	-2.87305	-2.49496	-0.687572	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.152796
6.17305	-7.58349	-2.83848	-2.49985	-0.636819	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.83
6.28846	-7.48753	-2.82762	-2.52901	-0.631768	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.194806
6.41236	-7.40223	-2.85324	-2.56812	-0.647978	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.22707
6.54233	-7.309	-2.88872	-2.59545	-0.642554	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.218436
6.67758	-7.22889	-2.88538	-2.62954	-0.640689	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.00318639
6.80165	-7.15827	-2.85568	-2.66258	-0.639498	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.171437
